n,d,n_circuit,n_gen,risk,cost
6,30,8,50,0.0,0.0
6,31,8,50,0.0,0.0
6,32,8,50,0.0,0.0
6,33,8,50,0.0,0.0
6,34,8,50,0.0,0.0
6,35,8,50,0.0,0.0
6,36,8,50,0.0,0.0
6,37,8,50,0.0,0.0
6,38,8,50,0.0,0.0
6,39,8,50,0.0,0.0
6,40,8,50,0.0,0.0
6,41,8,50,0.0,0.0
6,42,8,50,0.0,0.0
6,43,8,50,0.0,0.0
6,44,8,50,0.0,0.0
6,45,8,50,0.0,0.0
6,46,8,50,0.0,0.0
6,47,8,50,0.0,0.0
6,48,8,50,0.0,0.0
6,49,8,50,0.0,0.0
6,50,8,50,0.0,0.0
6,51,8,50,0.0,0.0
6,52,8,50,0.0,0.0
6,53,8,50,0.0,0.0
6,54,8,50,0.0,0.0
6,55,8,50,0.0,0.0
6,56,8,50,0.0,0.0
6,57,8,50,0.0,0.0
6,58,8,50,0.0,0.0
6,59,8,50,0.0,0.0
6,60,8,50,0.0,0.0
6,61,8,50,0.0,0.0
6,62,8,50,0.0,0.0
6,63,8,50,0.0,0.0
6,64,8,50,0.0,0.0
6,65,8,50,0.0,0.0
6,66,8,50,0.0,0.0
6,67,8,50,0.0,0.0
6,68,8,50,0.0,0.0
6,69,8,50,0.0,0.0
6,30,16,10,0.0,0.0
6,31,16,10,0.0,0.0
6,32,16,10,0.0,0.0
6,33,16,10,0.0,0.0
6,34,16,10,0.0,0.0
6,35,16,10,0.0,0.0
6,36,16,10,0.0,0.0
6,37,16,10,0.0,0.0
6,38,16,10,0.0,0.0
6,39,16,10,0.0,0.0
6,40,16,10,0.0,0.0
6,41,16,10,0.0,0.0
6,42,16,10,0.0,0.0
6,43,16,10,0.0,0.0
6,44,16,10,0.0,0.0
6,45,16,10,0.0,0.0
6,46,16,10,0.0,0.0
6,47,16,10,0.0,0.0
6,48,16,10,0.0,0.0
6,49,16,10,0.0,0.0
6,50,16,10,0.0,0.0
6,51,16,10,0.0,0.0
6,52,16,10,0.0,0.0
6,53,16,10,0.0,0.0
6,54,16,10,0.0,0.0
6,55,16,10,0.0,0.0
6,56,16,10,0.0,0.0
6,57,16,10,0.0,0.0
6,58,16,10,0.0,0.0
6,59,16,10,0.0,0.0
6,60,16,10,0.0,0.0
6,61,16,10,0.0,0.0
6,62,16,10,0.0,0.0
6,63,16,10,0.0,0.0
6,64,16,10,0.0,0.0
6,65,16,10,0.0,0.0
6,66,16,10,0.0,0.0
6,67,16,10,0.0,0.0
6,68,16,10,0.0,0.0
6,69,16,10,0.0,0.0
6,30,16,20,0.0,0.0
6,31,16,20,0.0,0.0
6,32,16,20,0.0,0.0
6,33,16,20,0.0,0.0
6,34,16,20,0.0,0.0
6,35,16,20,0.0,0.0
6,36,16,20,0.0,0.0
6,37,16,20,0.0,0.0
6,38,16,20,0.0,0.0
6,39,16,20,0.0,0.0
6,40,16,20,0.0,0.0
6,41,16,20,0.0,0.0
6,42,16,20,0.0,0.0
6,43,16,20,0.0,0.0
6,44,16,20,0.0,0.0
6,45,16,20,0.0,0.0
6,46,16,20,0.0,0.0
6,47,16,20,0.0,0.0
6,48,16,20,0.0,0.0
6,49,16,20,0.0,0.0
6,50,16,20,0.0,0.0
6,51,16,20,0.0,0.0
6,52,16,20,0.0,0.0
6,53,16,20,0.0,0.0
6,54,16,20,0.0,0.0
6,55,16,20,0.0,0.0
6,56,16,20,0.0,0.0
6,57,16,20,0.0,0.0
6,58,16,20,0.0,0.0
6,59,16,20,0.0,0.0
6,60,16,20,0.0,0.0
6,61,16,20,0.0,0.0
6,62,16,20,0.0,0.0
6,63,16,20,0.0,0.0
6,64,16,20,0.0,0.0
6,65,16,20,0.0,0.0
6,66,16,20,0.0,0.0
6,67,16,20,0.0,0.0
6,68,16,20,0.0,0.0
6,69,16,20,0.0,0.0
6,30,16,30,0.0,0.0
6,31,16,30,0.0,0.0
6,32,16,30,0.0,0.0
6,33,16,30,0.0,0.0
6,34,16,30,0.0,0.0
6,35,16,30,0.0,0.0
6,36,16,30,0.0,0.0
6,37,16,30,0.0,0.0
6,38,16,30,0.0,0.0
6,39,16,30,0.0,0.0
6,40,16,30,0.0,0.0
6,41,16,30,0.0,0.0
6,42,16,30,0.0,0.0
6,43,16,30,0.0,0.0
6,44,16,30,0.0,0.0
6,45,16,30,0.0,0.0
6,46,16,30,0.0,0.0
6,47,16,30,0.0,0.0
6,48,16,30,0.0,0.0
6,49,16,30,0.0,0.0
6,50,16,30,0.0,0.0
6,51,16,30,0.0,0.0
6,52,16,30,0.0,0.0
6,53,16,30,0.0,0.0
6,54,16,30,0.0,0.0
6,55,16,30,0.0,0.0
6,56,16,30,0.0,0.0
6,57,16,30,0.0,0.0
6,58,16,30,0.0,0.0
6,59,16,30,0.0,0.0
6,60,16,30,0.0,0.0
6,61,16,30,0.0,0.0
6,62,16,30,0.0,0.0
6,63,16,30,0.0,0.0
6,64,16,30,0.0,0.0
6,65,16,30,0.0,0.0
6,66,16,30,0.0,0.0
6,67,16,30,0.0,0.0
6,68,16,30,0.0,0.0
6,69,16,30,0.0,0.0
6,30,16,40,0.0,0.0
6,31,16,40,0.0,0.0
6,32,16,40,0.0,0.0
6,33,16,40,0.0,0.0
6,34,16,40,0.0,0.0
6,35,16,40,0.0,0.0
6,36,16,40,0.0,0.0
6,37,16,40,0.0,0.0
6,38,16,40,0.0,0.0
6,39,16,40,0.0,0.0
6,40,16,40,0.0,0.0
6,41,16,40,0.0,0.0
6,42,16,40,0.0,0.0
6,43,16,40,0.0,0.0
6,44,16,40,0.0,0.0
6,45,16,40,0.0,0.0
6,46,16,40,0.0,0.0
6,47,16,40,0.0,0.0
6,48,16,40,0.0,0.0
6,49,16,40,0.0,0.0
6,50,16,40,0.0,0.0
6,51,16,40,0.0,0.0
6,52,16,40,0.0,0.0
6,53,16,40,0.0,0.0
6,54,16,40,0.0,0.0
6,55,16,40,0.0,0.0
6,56,16,40,0.0,0.0
6,57,16,40,0.0,0.0
6,58,16,40,0.0,0.0
6,59,16,40,0.0,0.0
6,60,16,40,0.0,0.0
6,61,16,40,0.0,0.0
6,62,16,40,0.0,0.0
6,63,16,40,0.0,0.0
6,64,16,40,0.0,0.0
6,65,16,40,0.0,0.0
6,66,16,40,0.0,0.0
6,67,16,40,0.0,0.0
6,68,16,40,0.0,0.0
6,69,16,40,0.0,0.0
6,30,16,50,0.0,0.0
6,31,16,50,0.0,0.0
6,32,16,50,0.0,0.0
6,33,16,50,0.0,0.0
6,34,16,50,0.0,0.0
6,35,16,50,0.0,0.0
6,36,16,50,0.0,0.0
6,37,16,50,0.0,0.0
6,38,16,50,0.0,0.0
6,39,16,50,0.0,0.0
6,40,16,50,0.0,0.0
6,41,16,50,0.0,0.0
6,42,16,50,0.0,0.0
6,43,16,50,0.0,0.0
6,44,16,50,0.0,0.0
6,45,16,50,0.0,0.0
6,46,16,50,0.0,0.0
6,47,16,50,0.0,0.0
6,48,16,50,0.0,0.0
6,49,16,50,0.0,0.0
6,50,16,50,0.0,0.0
6,51,16,50,0.0,0.0
6,52,16,50,0.0,0.0
6,53,16,50,0.0,0.0
6,54,16,50,0.0,0.0
6,55,16,50,0.0,0.0
6,56,16,50,0.0,0.0
6,57,16,50,0.0,0.0
6,58,16,50,0.0,0.0
6,59,16,50,0.0,0.0
6,60,16,50,0.0,0.0
6,61,16,50,0.0,0.0
6,62,16,50,0.0,0.0
6,63,16,50,0.0,0.0
6,64,16,50,0.0,0.0
6,65,16,50,0.0,0.0
6,66,16,50,0.0,0.0
6,67,16,50,0.0,0.0
6,68,16,50,0.0,0.0
6,69,16,50,0.0,0.0
6,30,32,10,0.0,0.0
6,31,32,10,0.0,0.0
6,32,32,10,0.0,0.0
6,33,32,10,0.0,0.0
6,34,32,10,0.0,0.0
6,35,32,10,0.0,0.0
6,36,32,10,0.0,0.0
6,37,32,10,0.0,0.0
6,38,32,10,0.0,0.0
6,39,32,10,0.0,0.0
6,40,32,10,0.0,0.0
6,41,32,10,0.0,0.0
6,42,32,10,0.0,0.0
6,43,32,10,0.0,0.0
6,44,32,10,0.0,0.0
6,45,32,10,0.0,0.0
6,46,32,10,0.0,0.0
6,47,32,10,0.0,0.0
6,48,32,10,0.0,0.0
6,49,32,10,0.0,0.0
6,50,32,10,0.0,0.0
6,51,32,10,0.0,0.0
6,52,32,10,0.0,0.0
6,53,32,10,0.0,0.0
6,54,32,10,0.0,0.0
6,55,32,10,0.0,0.0
6,56,32,10,0.0,0.0
6,57,32,10,0.0,0.0
6,58,32,10,0.0,0.0
6,59,32,10,0.0,0.0
6,60,32,10,0.0,0.0
6,61,32,10,0.0,0.0
6,62,32,10,0.0,0.0
6,63,32,10,0.0,0.0
6,64,32,10,0.0,0.0
6,65,32,10,0.0,0.0
6,66,32,10,0.0,0.0
6,67,32,10,0.0,0.0
6,68,32,10,0.0,0.0
6,69,32,10,0.0,0.0
6,30,32,20,0.0,0.0
6,31,32,20,0.0,0.0
6,32,32,20,0.0,0.0
6,33,32,20,0.0,0.0
6,34,32,20,0.0,0.0
6,35,32,20,0.0,0.0
6,36,32,20,0.0,0.0
6,37,32,20,0.0,0.0
6,38,32,20,0.0,0.0
6,39,32,20,0.0,0.0
6,40,32,20,0.0,0.0
6,41,32,20,0.0,0.0
6,42,32,20,0.0,0.0
6,43,32,20,0.0,0.0
6,44,32,20,0.0,0.0
6,45,32,20,0.0,0.0
6,46,32,20,0.0,0.0
6,47,32,20,0.0,0.0
6,48,32,20,0.0,0.0
6,49,32,20,0.0,0.0
6,50,32,20,0.0,0.0
6,51,32,20,0.0,0.0
6,52,32,20,0.0,0.0
6,53,32,20,0.0,0.0
6,54,32,20,0.0,0.0
6,55,32,20,0.0,0.0
6,56,32,20,0.0,0.0
6,57,32,20,0.0,0.0
6,58,32,20,0.0,0.0
6,59,32,20,0.0,0.0
6,60,32,20,0.0,0.0
6,61,32,20,0.0,0.0
6,62,32,20,0.0,0.0
6,63,32,20,0.0,0.0
6,64,32,20,0.0,0.0
6,65,32,20,0.0,0.0
6,66,32,20,0.0,0.0
6,67,32,20,0.0,0.0
6,68,32,20,0.0,0.0
6,69,32,20,0.0,0.0
6,30,32,30,0.0,0.0
6,31,32,30,0.0,0.0
6,32,32,30,0.0,0.0
6,33,32,30,0.0,0.0
6,34,32,30,0.0,0.0
6,35,32,30,0.0,0.0
6,36,32,30,0.0,0.0
6,37,32,30,0.0,0.0
6,38,32,30,0.0,0.0
6,39,32,30,0.0,0.0
6,40,32,30,0.0,0.0
6,41,32,30,0.0,0.0
6,42,32,30,0.0,0.0
6,43,32,30,0.0,0.0
6,44,32,30,0.0,0.0
6,45,32,30,0.0,0.0
6,46,32,30,0.0,0.0
6,47,32,30,0.0,0.0
6,48,32,30,0.0,0.0
6,49,32,30,0.0,0.0
6,50,32,30,0.0,0.0
6,51,32,30,0.0,0.0
6,52,32,30,0.0,0.0
6,53,32,30,0.0,0.0
6,54,32,30,0.0,0.0
6,55,32,30,0.0,0.0
6,56,32,30,0.0,0.0
6,57,32,30,0.0,0.0
6,58,32,30,0.0,0.0
6,59,32,30,0.0,0.0
6,60,32,30,0.0,0.0
6,61,32,30,0.0,0.0
6,62,32,30,0.0,0.0
6,63,32,30,0.0,0.0
6,64,32,30,0.0,0.0
6,65,32,30,0.0,0.0
6,66,32,30,0.0,0.0
6,67,32,30,0.0,0.0
6,68,32,30,0.0,0.0
6,69,32,30,0.0,0.0
6,30,32,40,0.0,0.0
6,31,32,40,0.0,0.0
6,32,32,40,0.0,0.0
6,33,32,40,0.0,0.0
6,34,32,40,0.0,0.0
6,35,32,40,0.0,0.0
6,36,32,40,0.0,0.0
6,37,32,40,0.0,0.0
6,38,32,40,0.0,0.0
6,39,32,40,0.0,0.0
6,40,32,40,0.0,0.0
6,41,32,40,0.0,0.0
6,42,32,40,0.0,0.0
6,43,32,40,0.0,0.0
6,44,32,40,0.0,0.0
6,45,32,40,0.0,0.0
6,46,32,40,0.0,0.0
6,47,32,40,0.0,0.0
6,48,32,40,0.0,0.0
6,49,32,40,0.0,0.0
6,50,32,40,0.0,0.0
6,51,32,40,0.0,0.0
6,52,32,40,0.0,0.0
6,53,32,40,0.0,0.0
6,54,32,40,0.0,0.0
6,55,32,40,0.0,0.0
6,56,32,40,0.0,0.0
6,57,32,40,0.0,0.0
6,58,32,40,0.0,0.0
6,59,32,40,0.0,0.0
6,60,32,40,0.0,0.0
6,61,32,40,0.0,0.0
6,62,32,40,0.0,0.0
6,63,32,40,0.0,0.0
6,64,32,40,0.0,0.0
6,65,32,40,0.0,0.0
6,66,32,40,0.0,0.0
6,67,32,40,0.0,0.0
6,68,32,40,0.0,0.0
6,69,32,40,0.0,0.0
6,30,32,50,0.0,0.0
6,31,32,50,0.0,0.0
6,32,32,50,0.0,0.0
6,33,32,50,0.0,0.0
6,34,32,50,0.0,0.0
6,35,32,50,0.0,0.0
6,36,32,50,0.0,0.0
6,37,32,50,0.0,0.0
6,38,32,50,0.0,0.0
6,39,32,50,0.0,0.0
6,40,32,50,0.0,0.0
6,41,32,50,0.0,0.0
6,42,32,50,0.0,0.0
6,43,32,50,0.0,0.0
6,44,32,50,0.0,0.0
6,45,32,50,0.0,0.0
6,46,32,50,0.0,0.0
6,47,32,50,0.0,0.0
6,48,32,50,0.0,0.0
6,49,32,50,0.0,0.0
6,50,32,50,0.0,0.0
6,51,32,50,0.0,0.0
6,52,32,50,0.0,0.0
6,53,32,50,0.0,0.0
6,54,32,50,0.0,0.0
6,55,32,50,0.0,0.0
6,56,32,50,0.0,0.0
6,57,32,50,0.0,0.0
6,58,32,50,0.0,0.0
6,59,32,50,0.0,0.0
6,60,32,50,0.0,0.0
6,61,32,50,0.0,0.0
6,62,32,50,0.0,0.0
6,63,32,50,0.0,0.0
6,64,32,50,0.0,0.0
6,65,32,50,0.0,0.0
6,66,32,50,0.0,0.0
6,67,32,50,0.0,0.0
6,68,32,50,0.0,0.0
6,69,32,50,0.0,0.0
